Temperatura,Horas_Operacion,Carga,Humedad,Consumo_Energia
25.1,8.7,84.2,74.4,29.43
34.1,10.4,47.9,64.0,26.32
29.7,6.0,63.2,76.1,25.94
34.9,5.0,36.9,42.8,20.22
27.4,4.5,98.5,50.3,19.57
25.2,11.3,47.7,53.6,28.66
21.5,4.0,83.9,85.6,21.92
27.2,3.3,75.3,53.5,17.58
28.9,8.1,82.8,64.5,31.1
26.8,5.8,98.8,83.8,26.69
20.3,8.8,93.5,57.1,27.65
20.9,9.6,65.6,77.8,28.95
31.4,11.9,94.2,52.3,37.67
21.6,6.9,58.6,78.4,28.63
19.8,6.0,92.0,40.0,28.73
20.8,9.6,78.1,85.9,34.62
33.3,9.9,80.9,55.3,36.43
28.6,11.5,87.7,87.3,37.99
31.1,5.2,39.3,70.7,20.82
21.9,6.9,94.4,87.8,29.26
28.7,8.2,44.9,56.4,24.65
21.3,11.8,46.5,54.3,31.8
26.9,9.6,35.9,61.6,27.17
19.2,11.9,60.8,85.2,35.18
26.8,10.3,61.7,88.5,32.49
21.9,4.1,76.4,61.3,23.61
21.8,10.0,90.3,56.3,32.29
26.4,7.7,43.0,87.4,24.0
27.7,5.3,44.5,82.2,22.58
29.9,3.9,52.6,49.8,20.91
23.2,3.5,68.3,48.4,16.75
22.9,3.3,98.4,58.3,24.59
19.4,6.2,81.5,64.1,25.6
23.4,11.2,89.3,60.8,34.0
23.9,8.3,67.0,53.1,25.44
26.4,7.0,74.1,65.0,27.79
25.1,6.8,62.4,66.5,25.95
29.9,3.6,46.0,67.0,19.55
25.7,9.7,77.1,88.1,32.38
32.3,4.9,92.3,74.0,25.6
27.0,9.2,51.4,42.7,28.67
28.0,3.2,64.1,45.5,20.11
29.9,9.7,94.2,46.0,37.69
29.5,9.7,64.8,46.7,29.42
33.9,2.2,53.0,82.1,22.76
30.6,10.5,86.5,42.2,26.54
34.2,3.2,66.3,69.5,19.19
23.8,10.8,86.2,61.2,33.73
34.5,5.1,88.1,78.1,31.14
28.2,11.8,90.0,59.9,36.84
23.3,6.2,40.9,56.5,22.38
20.3,11.9,63.8,74.9,33.87
26.8,3.1,48.0,41.1,13.46
34.4,3.5,51.4,70.4,21.86
32.3,6.9,86.4,89.4,29.84
30.7,2.7,41.1,40.8,16.78
18.9,11.4,53.3,86.7,35.78
31.2,8.5,70.8,84.8,31.75
29.7,9.2,67.6,61.6,30.23
32.2,6.8,48.5,47.8,24.92
19.8,10.5,56.9,89.8,29.74
24.7,6.5,93.7,66.0,27.27
23.7,7.2,52.5,49.4,22.78
31.1,7.4,50.2,74.7,26.21
30.9,5.5,49.4,41.7,20.82
26.5,11.0,44.7,59.1,31.07
24.2,5.5,65.7,50.7,23.17
19.8,8.9,81.8,60.4,30.18
20.6,8.7,75.8,56.2,26.41
18.2,3.3,98.8,54.3,28.29
31.2,9.8,41.0,47.7,30.67
33.6,10.9,70.6,82.9,35.8
18.6,5.4,57.6,54.8,22.5
31.5,10.4,91.7,88.1,36.29
22.7,8.2,61.7,89.2,29.56
26.8,9.4,99.4,82.2,31.56
29.8,2.7,61.5,43.9,18.09
23.7,3.3,34.8,52.4,13.45
34.7,10.0,52.6,55.7,32.96
34.8,5.8,66.6,63.6,26.03
29.4,2.2,97.4,82.2,24.16
34.7,4.8,88.0,69.8,28.63
20.0,8.1,41.5,49.7,24.81
18.2,10.5,47.9,54.3,31.06
32.5,5.3,92.5,45.4,21.83
29.8,5.7,88.2,40.1,24.61
23.3,3.8,75.2,79.2,24.91
26.9,7.1,36.3,70.2,23.31
24.8,7.7,59.6,79.2,27.56
25.7,7.5,40.4,66.4,25.0
27.7,11.3,82.2,69.8,33.19
26.8,2.8,36.1,75.8,15.71
28.4,3.0,65.4,50.6,18.69
23.6,2.9,72.1,60.6,17.5
27.6,8.9,75.7,56.8,29.28
32.7,6.2,71.8,50.0,25.83
24.1,5.8,67.3,49.4,19.74
22.8,11.7,46.3,86.1,32.35
26.3,8.4,41.3,40.6,24.17
23.5,9.3,63.9,51.0,27.82
33.4,10.2,93.7,81.6,34.82
28.3,2.6,97.9,87.8,22.74
30.6,10.5,88.2,80.9,35.04
18.5,4.2,31.5,86.8,16.74
19.7,8.0,57.7,80.9,23.22
24.9,7.3,97.9,80.5,29.83
25.1,9.5,70.4,74.4,26.44
19.1,10.6,58.1,50.7,27.28
31.5,11.5,85.0,52.2,34.52
27.6,9.2,89.7,53.8,31.35
26.5,2.1,41.7,58.7,11.6
29.5,10.1,80.5,57.7,34.69
29.8,2.2,60.5,50.9,16.17
23.6,10.8,86.5,78.1,31.98
26.1,4.9,47.6,61.7,23.17
27.9,10.1,76.3,58.3,31.45
18.1,4.3,54.1,53.3,19.98
20.4,9.0,83.2,67.3,31.72
24.6,7.1,98.9,56.4,27.39
18.8,8.2,73.2,49.1,26.5
18.9,9.0,99.0,46.3,32.99
26.7,7.0,73.9,75.2,26.48
28.4,3.8,59.8,89.7,22.36
22.1,10.9,76.7,60.9,33.84
33.2,8.3,98.1,65.2,30.26
31.8,11.9,48.4,44.0,32.0
32.6,4.5,41.0,66.6,22.1
25.8,4.0,83.4,71.2,23.94
31.9,2.6,65.8,63.1,19.17
29.4,5.2,74.3,43.2,28.41
19.6,6.0,69.3,84.9,23.88
18.2,8.6,68.5,89.6,28.03
34.0,3.5,74.0,47.0,16.54
27.2,8.7,52.0,75.2,26.73
30.5,6.2,33.0,86.2,23.4
20.7,6.5,70.5,60.4,25.95
29.9,5.0,55.3,65.5,26.32
29.1,9.1,59.8,53.2,29.2
33.3,9.3,30.1,64.8,23.81
23.2,3.2,98.9,53.5,24.07
24.2,10.6,41.4,58.6,33.19
28.4,11.9,36.7,52.1,33.21
33.0,4.3,84.2,75.9,26.14
22.6,9.2,32.6,84.8,24.88
19.6,11.6,35.7,57.0,33.32
23.5,2.6,96.2,60.7,21.37
28.9,12.0,79.6,44.9,31.77
35.0,11.4,81.7,66.7,42.62
20.9,9.2,99.2,45.6,36.58
31.8,7.8,33.4,78.3,25.47
21.8,2.9,36.4,41.1,15.82
26.7,8.6,96.4,80.8,31.85
30.7,7.4,36.3,62.9,22.88
19.8,3.7,91.4,75.8,23.14
31.6,11.1,38.8,47.5,31.52
19.3,7.0,79.7,45.3,29.33
23.5,3.8,56.9,87.5,17.88
18.6,9.9,44.2,46.8,28.51
32.3,5.7,34.6,81.7,22.38
28.2,5.7,33.0,58.0,18.73
20.8,5.1,48.4,43.7,21.29
20.0,11.6,34.6,77.0,32.51
26.1,2.4,75.9,63.5,21.49
18.1,7.2,67.0,51.1,29.84
31.5,9.6,54.0,48.2,28.0
34.5,10.4,97.0,48.7,33.7
18.6,7.4,89.3,85.7,28.29
28.0,9.7,76.9,58.1,32.29
28.4,11.7,60.7,52.2,34.34
18.2,7.5,88.2,67.9,29.2
31.0,5.4,63.5,87.3,22.79
22.4,12.0,47.3,49.2,31.63
29.1,10.6,59.7,71.0,31.62
21.6,5.5,58.2,45.2,21.7
19.5,10.8,42.1,76.9,30.71
22.3,9.8,94.1,43.3,34.3
32.9,8.7,77.2,40.5,30.16
30.9,8.0,35.7,75.5,26.44
26.3,2.9,34.0,75.0,16.34
20.0,9.5,66.6,56.7,25.02
21.6,3.7,97.8,77.7,24.24
34.4,9.8,58.3,67.8,30.65
20.4,9.3,44.8,62.0,26.35
22.9,6.4,89.2,77.3,31.54
27.4,3.2,54.0,70.8,20.43
24.3,6.5,52.2,48.9,28.97
22.6,3.1,65.8,75.6,20.28
29.5,5.0,64.2,73.7,22.45
20.7,4.6,59.7,78.5,19.1
26.0,6.5,48.8,75.3,20.95
20.0,2.7,39.6,81.6,13.69
22.9,5.7,32.9,53.5,16.52
24.1,8.7,47.3,64.1,30.29
28.9,9.0,79.4,40.4,29.39
25.8,2.1,40.4,72.3,13.91
22.8,8.1,96.1,79.3,34.07
29.6,4.5,84.9,74.6,25.31
26.0,6.1,98.9,57.2,27.13
30.3,3.1,87.2,51.9,21.92
24.6,2.0,82.0,85.6,18.69
30.3,9.9,71.6,61.2,35.56
27.7,4.9,77.1,52.1,22.19
22.2,3.7,66.8,66.2,17.19
27.2,6.6,49.1,87.7,25.55
20.3,10.8,59.9,72.9,31.78
18.2,7.0,89.0,43.4,26.92
29.7,3.2,68.2,75.0,18.27
21.0,4.6,94.0,64.4,26.73
28.1,5.1,77.3,62.5,24.29
25.9,3.0,69.2,41.8,19.93
25.4,10.2,94.9,88.4,32.25
23.3,7.5,45.9,57.5,25.2
26.9,11.0,88.6,83.6,40.26
34.5,8.2,71.3,49.2,28.46
31.0,2.3,78.0,81.8,17.01
25.0,10.9,95.3,70.5,33.5
32.8,3.2,46.5,64.0,23.79
27.0,8.1,59.0,63.6,26.35
34.8,5.6,69.7,71.5,26.96
34.5,9.2,72.5,51.5,28.69
18.5,2.8,55.8,82.4,20.08
21.0,9.9,61.2,87.4,26.75
32.3,10.0,99.7,88.1,34.33
24.2,4.3,93.4,69.4,23.66
22.2,3.6,97.6,48.4,24.66
27.1,8.4,82.9,78.2,30.31
29.4,8.5,34.7,72.9,24.09
23.4,4.9,48.4,81.9,18.42
32.6,7.4,92.7,40.6,31.43
26.5,10.8,58.4,47.7,29.8
21.9,7.0,59.3,52.6,26.0
29.5,3.1,31.5,78.0,15.27
26.0,10.8,75.4,56.9,30.75
20.6,3.7,91.1,54.1,23.08
19.2,7.8,82.3,52.6,25.33
28.3,10.1,96.5,65.7,32.14
19.1,10.0,36.6,77.0,24.99
34.5,4.6,85.2,67.0,24.6
21.5,7.5,88.3,87.7,27.18
34.8,7.4,56.2,81.8,22.06
23.5,6.5,51.0,83.6,25.49
33.8,11.6,59.0,80.7,35.48
28.8,5.9,54.4,49.9,25.17
19.6,4.8,41.2,45.7,17.47
22.4,8.5,50.8,44.3,22.83
24.7,9.4,91.6,66.1,29.16
25.1,2.9,52.8,49.8,16.81
27.6,7.9,48.9,86.4,26.45
28.1,2.1,83.7,84.2,21.94
23.3,2.8,36.9,87.3,19.19
19.5,9.5,54.4,54.2,31.4
29.7,10.1,31.5,48.5,27.21
25.9,3.6,65.5,50.4,20.83
29.6,9.3,66.1,66.0,30.77
27.7,2.9,57.5,58.3,18.76
18.1,11.7,92.5,59.2,33.96
31.6,2.5,78.5,84.4,23.79
31.1,2.6,75.0,47.3,20.78
24.9,4.4,59.1,66.3,22.34
31.3,5.7,98.0,47.0,25.86
18.3,6.7,60.5,69.7,21.77
25.2,5.7,48.9,46.3,22.88
25.2,2.8,52.4,65.3,17.57
21.3,9.0,37.4,66.2,24.19
21.7,5.2,77.5,58.3,23.59
18.8,8.6,92.1,73.4,28.97
29.2,8.5,63.8,67.4,33.99
34.3,9.3,64.7,68.0,31.93
33.7,7.6,74.3,56.8,30.08
21.4,6.7,79.3,56.8,27.74
27.2,3.3,84.1,51.0,21.86
31.5,6.2,71.8,80.0,26.89
23.6,5.3,86.5,47.3,22.64
21.0,3.6,39.9,87.7,14.29
18.4,3.2,83.8,65.2,23.16
30.6,4.7,44.3,87.9,17.57
22.6,10.2,71.8,74.9,33.14
21.2,7.8,33.4,71.6,24.59
33.3,8.6,50.9,87.2,25.19
32.1,2.9,92.9,67.3,20.97
31.5,5.5,42.7,86.5,23.05
19.0,10.2,53.2,78.0,33.31
33.8,8.0,99.1,40.8,30.42
25.7,2.7,36.3,85.4,16.27
22.3,7.0,94.2,66.3,32.49
30.4,6.6,39.2,42.0,23.02
18.6,6.6,84.6,49.3,25.9
20.5,8.7,32.0,40.7,25.09
25.2,7.6,80.4,52.5,33.45
34.5,9.3,57.9,70.1,33.19
18.6,3.6,55.5,80.8,17.47
19.1,10.9,39.3,56.1,28.23
20.0,10.5,78.7,61.9,36.17
23.1,3.6,94.4,64.9,23.29
22.4,3.5,57.9,63.9,20.37
20.9,9.5,44.0,89.3,27.29
30.0,6.5,41.9,85.3,23.63
30.4,4.2,76.0,57.0,22.65
24.7,9.7,98.0,65.7,30.02
27.2,4.0,82.3,70.6,23.7
27.8,4.7,36.0,55.3,17.07
32.0,10.6,94.4,46.0,32.68
25.1,9.8,44.5,59.8,28.2
33.4,10.5,80.0,40.2,35.14
31.8,7.4,66.5,50.8,27.56
27.2,6.0,76.6,70.0,27.59
22.9,6.5,42.1,54.9,24.33
30.4,4.0,74.1,76.5,22.03
29.9,8.0,37.7,45.6,26.04
20.5,9.0,32.9,48.9,25.86
33.4,7.2,82.7,56.9,25.28
21.2,3.8,68.4,52.0,20.68
19.1,11.8,48.4,86.4,31.28
18.1,7.8,89.6,47.5,26.67
31.0,7.8,30.2,44.5,26.87
18.1,6.5,64.2,77.7,25.3
22.2,8.3,39.7,46.0,25.46
34.5,11.6,86.3,89.3,41.08
19.8,11.4,72.4,44.6,32.77
28.0,3.5,55.9,89.4,22.06
19.0,6.2,43.2,81.8,22.28
25.9,10.9,31.2,84.6,29.4
28.6,4.0,78.1,81.0,22.02
27.0,9.5,67.3,50.6,29.33
29.4,9.7,81.1,50.8,31.14
20.6,3.8,70.8,81.1,23.1
30.0,2.1,66.2,88.5,18.77
18.5,7.7,99.7,74.6,31.27
23.0,3.7,96.1,77.6,22.68
33.8,8.0,90.0,47.7,32.43
21.1,11.9,51.0,79.8,34.99
20.6,8.9,97.6,74.2,33.94
25.0,6.9,86.5,60.3,26.11
25.4,6.1,81.8,78.0,24.22
22.8,7.8,86.2,43.2,31.36
21.2,4.1,96.2,73.1,20.77
22.0,6.4,82.4,80.5,26.69
29.6,10.6,76.8,89.1,32.73
19.9,6.7,98.2,40.6,24.99
20.0,4.0,78.5,63.7,18.85
20.7,9.4,54.5,68.3,27.77
33.4,5.2,72.3,74.0,24.12
32.5,11.7,94.5,73.5,36.38
34.1,3.3,84.1,71.3,25.49
33.9,10.5,60.3,41.0,33.61
19.1,7.0,36.6,72.9,20.98
31.8,6.9,85.0,74.6,25.37
23.9,2.8,84.0,48.4,17.36
31.8,9.2,97.3,43.1,35.87
34.1,3.6,33.5,80.4,20.52
30.0,3.0,96.7,61.4,23.65
32.4,5.4,87.8,89.2,26.24
27.5,8.3,74.4,79.9,26.84
26.9,4.8,59.2,82.7,24.69
34.1,4.2,98.0,65.9,23.66
25.2,10.1,96.7,63.7,34.88
19.6,9.2,48.6,45.6,27.9
21.7,3.6,88.2,44.9,24.1
29.5,6.9,95.8,52.7,30.8
24.9,7.0,92.8,69.8,28.26
31.1,8.0,63.0,74.0,31.21
27.1,10.4,61.6,81.4,34.51
20.3,11.6,46.1,80.5,29.07
29.3,11.2,45.3,68.7,28.09
34.1,4.0,77.4,89.5,24.12
26.7,10.4,76.0,43.5,36.27
33.0,8.1,55.9,43.6,25.05
34.5,3.4,89.7,49.3,24.62
22.8,8.0,59.8,41.7,25.99
26.9,5.7,69.0,61.1,25.46
18.3,2.8,62.0,50.3,17.58
26.9,9.9,60.0,51.9,27.75
21.6,3.7,45.7,81.4,18.06
25.0,8.6,93.6,71.2,30.45
19.1,8.7,35.4,58.2,24.12
31.3,12.0,71.9,79.3,35.13
27.8,4.6,77.1,88.6,22.02
28.9,2.4,35.4,67.0,17.79
24.7,4.6,86.4,52.3,24.79
19.7,8.0,60.6,59.5,29.4
24.2,10.0,91.9,87.4,31.32
28.3,9.4,41.9,87.7,26.08
27.5,4.2,44.5,73.5,17.1
30.8,11.2,70.9,81.4,34.02
23.9,11.6,77.1,48.8,35.64
34.1,7.4,34.4,83.5,23.61
29.5,6.3,86.9,69.7,27.86
27.2,6.7,53.5,78.3,27.37
19.1,10.2,49.8,52.4,25.24
27.7,3.0,48.4,80.2,18.79
31.9,9.8,93.1,50.3,33.97
23.8,9.0,51.1,87.9,32.1
31.8,11.6,77.0,82.0,37.75
32.8,2.5,74.3,65.0,21.49
31.0,12.0,33.6,62.3,29.32
24.8,9.0,44.9,88.5,26.83
19.4,6.6,39.1,71.6,19.84
27.6,10.3,61.8,60.3,27.23
24.9,6.2,95.0,86.2,27.03
24.3,6.7,38.4,79.3,21.87
20.4,7.1,43.9,79.1,25.73
29.3,7.3,66.3,88.5,29.27
25.5,11.3,77.7,72.2,30.32
24.2,2.7,87.8,52.2,20.66
34.0,3.4,49.9,75.9,18.85
24.6,9.3,65.8,67.6,31.29
20.9,11.7,81.0,51.4,35.71
19.1,11.4,44.1,43.1,32.56
34.8,10.4,92.1,85.5,32.9
24.4,10.5,77.4,76.1,35.98
32.3,10.0,96.3,63.2,33.81
19.3,3.4,82.9,83.0,20.22
26.5,9.6,78.3,67.6,29.45
24.8,7.0,51.6,60.6,27.33
22.5,6.4,57.6,79.4,23.16
30.6,4.7,98.2,75.7,25.72
29.0,10.2,47.9,77.8,30.47
19.2,3.1,42.7,45.3,16.59
22.8,11.9,55.5,67.1,33.2
22.5,9.4,30.8,62.4,25.36
33.5,9.4,87.4,76.0,31.47
21.9,2.6,32.8,80.0,14.04
26.7,10.1,78.0,44.7,36.86
34.3,10.9,79.2,89.0,36.7
34.9,6.9,50.9,79.7,25.79
26.6,6.2,73.9,79.4,26.74
24.3,6.3,92.8,72.5,25.49
25.6,7.1,65.6,74.0,26.86
21.7,8.4,42.9,43.7,20.06
34.9,9.6,38.3,67.4,31.54
23.4,6.6,69.0,48.2,27.21
20.7,8.1,69.4,80.1,27.59
20.0,4.7,78.6,61.8,22.55
32.8,5.3,36.7,86.0,20.71
22.3,3.6,99.5,52.3,20.33
23.5,3.7,50.6,64.0,22.88
23.2,6.4,96.8,81.9,32.29
30.7,5.8,35.8,72.3,23.06
32.9,4.4,92.5,72.8,23.37
22.4,9.6,47.3,85.6,29.38
20.4,4.0,68.6,81.4,18.28
30.2,11.7,63.2,80.0,36.7
26.0,11.0,34.9,84.7,28.86
19.6,11.4,41.3,79.4,31.31
25.1,6.0,52.7,52.9,20.61
19.1,8.1,89.2,73.3,29.64
34.7,4.9,89.4,72.0,26.67
33.4,11.7,94.5,69.8,40.96
34.2,4.0,53.9,63.8,20.8
32.5,9.3,98.2,65.5,28.9
18.3,8.0,97.3,57.8,23.97
20.1,11.8,66.8,64.0,32.84
29.4,5.4,95.9,71.7,27.6
20.4,7.4,65.7,70.1,24.9
25.7,7.7,77.4,68.0,26.61
21.5,11.4,71.3,50.9,33.93
20.6,10.1,67.6,87.5,31.73
19.8,6.9,88.7,40.2,27.59
32.3,8.0,89.5,56.1,32.72
32.2,8.0,45.3,74.1,29.57
26.3,8.4,91.8,63.3,29.12
28.4,5.1,96.9,57.3,29.34
21.9,3.9,30.5,58.6,14.92
33.6,6.0,72.2,51.2,22.8
27.7,2.1,46.2,60.5,15.38
28.9,3.6,91.4,52.2,24.57
25.6,3.8,41.9,68.8,19.64
29.5,6.6,94.5,61.7,30.37
29.0,2.1,56.0,61.8,17.79
34.6,4.3,79.3,46.1,20.57
28.2,2.2,63.6,47.1,16.96
20.8,10.4,70.2,69.0,31.59
30.2,11.1,88.7,47.3,37.83
23.0,5.7,62.2,77.7,20.79
21.8,9.6,35.8,56.4,24.51
25.9,3.2,64.6,77.8,20.28
27.2,11.9,96.7,68.1,37.29
18.7,4.2,94.5,64.0,21.41
28.0,7.8,86.3,70.5,29.83
29.4,10.0,31.0,82.8,30.17
33.5,7.4,66.7,53.1,26.91
27.2,9.0,88.2,58.7,28.09
19.7,2.8,98.1,56.0,25.05
27.8,3.4,56.4,80.2,19.72
32.6,5.7,87.2,69.2,28.0
29.4,4.3,33.9,58.1,18.71
32.4,11.9,30.7,47.0,27.37
20.3,6.3,59.7,61.7,22.83
26.6,3.5,93.6,49.5,24.86
27.3,2.9,50.8,57.3,21.52
32.2,11.7,59.5,53.8,33.84
23.5,3.3,31.1,41.4,14.01
30.2,4.8,46.9,84.6,23.98
28.1,9.1,83.0,52.7,25.16
23.2,10.8,95.9,68.2,33.67
27.9,4.1,50.8,54.6,19.01
32.1,10.1,45.6,58.2,30.21
26.2,11.0,70.0,81.3,33.53
18.2,9.1,34.0,76.2,25.48
21.8,7.4,67.4,84.2,27.52
25.0,7.7,46.8,55.3,23.14
29.6,5.0,96.1,73.8,25.91
33.7,10.3,40.4,74.9,31.23
24.1,10.4,43.3,90.0,30.82
22.2,6.1,36.2,82.9,18.65
19.7,9.2,55.3,44.4,25.65
30.5,12.0,99.2,77.8,36.61
30.1,8.6,70.1,68.4,28.24
28.8,5.7,56.3,59.3,21.7
31.8,5.8,74.9,62.3,23.6
25.6,9.1,45.6,71.5,26.77
20.0,3.0,68.5,62.5,19.03
23.6,9.5,49.2,42.7,26.37
20.9,7.1,57.7,45.9,25.41
34.0,7.2,44.3,40.9,27.14
33.3,3.6,87.6,61.5,25.04
28.7,4.7,42.8,65.7,19.15
34.0,4.4,40.0,49.6,15.31
34.2,10.3,72.9,80.2,36.93
33.5,8.7,42.4,83.7,29.26
23.0,2.7,36.8,51.0,15.03
18.5,6.7,74.5,80.3,19.88
26.8,6.1,53.3,78.7,26.33
28.9,3.6,98.6,84.3,21.8
26.0,11.1,88.2,70.9,33.78
34.6,6.1,76.6,80.3,30.88
29.8,8.1,56.6,75.3,28.41
28.0,6.2,30.9,73.2,23.8
31.2,2.1,60.9,57.3,15.92
27.0,10.7,99.8,71.5,35.61
32.8,7.0,88.3,63.4,31.35
25.9,7.7,90.6,78.5,31.79
19.8,10.6,78.1,50.8,30.02
21.4,10.3,45.5,87.4,29.38
25.6,3.8,41.9,81.5,16.47
25.5,9.1,56.3,51.4,28.74
33.8,3.6,45.8,83.1,20.65
25.3,10.6,96.7,84.9,33.08
19.4,10.4,55.8,68.1,28.36
26.1,5.5,31.7,44.3,19.42
30.1,9.6,75.1,86.8,30.96
21.9,4.8,87.7,56.4,22.94
32.8,10.4,89.4,58.4,38.81
18.1,8.4,94.7,85.6,30.94
30.0,2.4,64.6,53.4,17.12
22.2,5.8,43.8,72.9,22.68
30.4,10.9,97.7,53.7,35.35
28.3,6.8,45.8,83.1,23.21
33.3,8.2,69.6,76.1,29.78
19.5,9.1,78.5,85.2,27.13
26.3,7.6,30.9,46.1,20.63
28.3,5.9,40.2,51.4,25.41
32.7,10.6,90.7,65.4,35.17
18.3,10.5,87.3,67.4,30.47
31.5,6.7,33.2,89.4,19.0
26.1,6.0,83.9,78.9,27.2
33.2,4.2,79.0,61.9,23.01
19.7,8.7,60.7,57.9,23.86
21.9,11.6,83.9,64.9,35.32
26.4,4.7,90.6,76.2,25.37
29.7,7.0,89.1,59.0,27.59
20.2,6.0,91.3,63.4,28.28
28.3,8.6,94.3,86.6,34.09
25.4,3.8,40.6,75.1,15.29
23.9,7.6,96.7,45.1,26.3
30.1,11.0,71.9,52.8,31.79
27.6,2.9,94.8,73.2,21.91
19.5,5.2,96.2,46.5,26.44
24.6,2.7,76.3,72.8,20.82
18.6,7.5,37.7,49.3,22.07
24.4,10.7,53.8,64.0,29.24
33.7,7.5,63.6,48.5,27.7
28.7,10.5,39.7,68.7,31.04
30.1,3.5,55.7,63.8,18.97
23.0,2.3,86.3,55.1,24.24
29.6,9.9,43.6,85.4,30.12
34.3,3.7,99.7,54.4,21.22
30.6,9.9,31.1,57.0,26.89
32.6,9.3,68.0,85.1,35.94
20.5,11.8,33.5,65.3,34.38
26.4,2.6,76.2,40.3,19.12
21.4,7.3,50.9,55.6,20.54
28.0,9.2,71.7,56.7,29.47
28.7,4.0,77.6,88.9,20.93
19.0,6.9,62.3,62.1,27.96
34.6,3.4,84.4,87.6,25.68
30.8,4.1,74.7,82.6,27.8
29.1,2.6,72.7,61.5,22.61
23.6,3.1,32.1,69.7,14.82
24.2,5.6,68.1,63.3,23.96
19.1,4.3,71.7,56.0,19.24
20.1,7.6,35.5,58.3,21.51
24.4,5.1,67.1,89.8,22.1
31.1,4.7,62.1,58.5,19.08
30.5,5.7,79.7,65.5,27.08
21.2,4.2,89.5,71.0,25.15
22.8,3.1,71.5,84.7,20.71
19.0,10.1,76.7,64.1,30.98
30.2,2.5,54.7,89.7,20.6
33.8,8.7,43.6,52.8,25.44
25.3,10.3,88.1,74.1,35.97
22.5,7.0,76.1,56.5,28.02
21.9,7.3,46.8,61.2,24.73
31.3,5.0,93.4,44.7,23.71
29.1,3.1,54.4,50.5,20.19
34.8,2.7,54.8,62.7,17.52
34.2,3.0,54.0,77.2,18.6
19.2,4.5,37.6,71.8,19.1
21.1,5.6,50.8,47.9,23.51
20.5,6.4,64.4,56.6,24.07
26.6,3.6,75.6,49.5,19.03
24.8,6.9,68.2,68.0,26.69
31.4,4.1,76.7,64.4,24.6
21.4,9.4,78.6,54.5,31.28
19.7,4.7,98.1,88.9,27.53
28.7,3.4,70.0,77.2,20.61
21.0,10.3,31.6,73.1,26.61
31.8,9.5,76.7,70.0,31.55
22.5,4.1,56.1,73.8,22.44
24.6,10.0,70.1,87.5,36.87
23.9,4.6,59.7,52.6,21.27
34.1,8.1,93.7,85.0,33.88
22.4,9.3,42.7,57.9,26.42
25.2,10.8,63.6,53.2,29.53
25.0,2.1,77.4,69.0,16.71
32.5,11.9,39.6,43.2,33.53
31.9,3.7,36.1,67.7,22.44
32.5,9.2,60.3,66.2,28.74
28.6,10.3,40.0,61.3,28.75
22.3,6.4,85.4,58.7,28.08
21.4,7.4,37.7,70.1,22.41
20.0,4.3,39.2,67.3,16.87
27.7,5.4,46.8,90.0,20.62
24.6,2.5,30.6,56.1,12.96
18.9,3.5,34.6,44.2,17.02
30.1,7.9,39.6,41.3,24.33
25.9,3.9,70.8,58.3,22.59
19.0,8.5,61.9,79.5,28.33
25.5,4.6,84.4,66.1,25.33
34.1,6.6,56.1,85.2,24.09
21.0,3.8,71.4,59.3,21.61
28.9,7.0,42.5,55.5,23.57
25.3,3.0,86.2,84.3,25.45
23.6,3.7,72.7,84.7,24.58
20.6,8.8,79.0,71.7,27.53
24.4,7.3,33.9,85.6,24.35
18.5,10.6,88.3,53.3,35.25
24.3,11.5,55.7,45.6,31.75
27.6,3.5,62.7,54.5,19.36
23.7,5.5,45.8,47.6,22.85
20.6,9.7,88.4,60.7,32.67
25.3,3.0,69.6,48.0,19.37
24.1,6.5,31.7,41.1,25.94
34.7,3.6,34.0,68.9,19.99
27.6,7.5,32.2,49.3,23.72
25.8,8.7,37.4,52.6,24.72
34.3,11.9,95.0,41.3,35.6
31.3,9.3,87.6,89.5,35.64
24.0,7.6,57.0,51.5,24.15
25.9,3.1,51.9,73.7,15.81
26.8,3.1,45.1,60.2,17.11
21.5,4.8,87.9,56.3,22.69
20.3,2.0,92.1,87.5,20.05
20.6,7.7,92.3,47.4,29.84
24.2,8.5,63.9,72.3,28.44
19.6,6.2,80.2,52.2,25.86
21.4,7.3,73.4,86.2,28.29
19.7,6.1,53.5,40.6,25.26
18.3,2.8,52.2,53.8,14.07
24.7,10.7,76.6,67.3,32.16
25.6,9.7,43.8,53.3,27.29
30.7,6.0,48.0,76.7,24.39
27.6,8.2,91.6,88.0,33.75
32.6,4.1,42.7,76.0,20.38
29.7,7.3,58.6,57.1,27.81
31.9,10.8,71.2,57.4,33.22
27.6,2.1,33.6,65.5,16.4
27.0,5.5,96.7,52.1,26.85
34.4,2.6,94.4,63.2,27.03
25.0,3.7,93.9,69.6,25.08
26.9,3.1,35.8,52.3,17.6
29.9,8.3,31.1,86.5,22.72
26.3,4.8,40.5,83.2,23.3
25.1,3.3,65.1,63.9,19.4
29.4,4.0,53.5,54.7,19.02
18.8,7.6,90.3,73.2,30.86
32.6,6.3,93.3,49.0,26.23
34.6,5.5,59.9,69.0,19.86
28.4,10.2,83.1,57.3,30.93
26.0,2.9,52.6,66.2,19.75
25.7,3.6,94.0,42.5,22.48
27.6,9.4,40.8,72.1,27.8
30.4,11.5,81.2,52.1,32.38
23.1,10.6,90.8,42.4,32.64
23.4,9.2,65.6,59.0,31.4
20.3,3.2,47.4,78.3,15.44
30.4,11.9,90.3,44.9,33.65
24.3,7.1,89.4,46.4,26.54
